city,category,Star_Rating,rank_ordered_business
Tempe,Bowling,3.75,30452
Sheffield Village,Automotive,3.75,30453
Gilbert,Nurseries & Gardening,3.75,30454
Toronto,Hypnosis/Hypnotherapy,3.75,30455
Madison,Mass Media,3.75,30456
Huntersville,Kitchen & Bath,3.75,30457
Inverness,Hair Salons,3.75,30458
Böblingen,Breakfast & Brunch,3.75,30459
Indian Trail,Event Planning & Services,3.75,30460
Brook Park,Transportation,3.75,30461
Vaudreuil-Dorion,French,3.75,30462
Esslingen,Vegetarian,3.75,30463
Stow,Caterers,3.75,30464
Tuscola,Italian,3.75,30465
Middleburg Heights,Wine Bars,3.75,30466
Peoria,Sports Medicine,3.75,30467
Verdun,Mexican,3.75,30468
Peoria,Tobacco Shops,3.75,30469
North Royalton,Beer,3.75,30470
Vaughan,Music Venues,3.75,30471
Charlotte,Empanadas,3.75,30472
Sun City West,Hardware Stores,3.75,30473
North Olmsted,Cosmetology Schools,3.75,30474
Kornwestheim,Restaurants,3.75,30475
Murrysville,Diners,3.75,30476
Copley,Pizza,3.75,30477
Ajax,Pet Stores,3.75,30478
Bridgeville,Boot Camps,3.75,30479
Urbana,Garage Door Services,3.75,30480
Woodmere,Home & Garden,3.75,30481
Brossard,Middle Eastern,3.75,30482
Mesa,Personal Assistants,3.75,30483
Cleveland Heights,Beer,3.75,30484
Stuttgart,Hookah Bars,3.75,30485
MESA,Medical Centers,3.75,30486
White Oak,American (New),3.75,30487
Mesa,Beverage Store,3.75,30488
Paradise Valley,Contractors,3.75,30489
Beachwood,Body Shops,3.75,30490
Solon,Fashion,3.75,30491
Independence,Wholesalers,3.75,30492
Champaign,Cupcakes,3.75,30493
Edinburgh,Argentine,3.75,30494
Mount Holly,Barbeque,3.75,30495
Scarborough,Leather Goods,3.75,30496
Avon,Men's Clothing,3.75,30497
Cave Creek,Delis,3.75,30498
North Las Vegas,Body Shops,3.75,30499
Oakville,Organic Stores,3.75,30500
Laval,Asian Fusion,3.75,30501
Olivos,Nightlife,3.75,30502
Mesa,Cannabis Tours,3.75,30503
Inverness,Museums,3.75,30504
North York,Funeral Services & Cemeteries,3.75,30505
Independence,Arts & Crafts,3.75,30506
Parma,Donuts,3.75,30507
Scottsdale,Comedy Clubs,3.75,30508
Gastonia,Tanning,3.75,30509
McCandless Township,Restaurants,3.75,30510
Paradise Valley,Public Services & Government,3.75,30511
Mississauga,Convenience Stores,3.75,30512
Ditzingen,Swabian,3.75,30513
Huntersville,Health Markets,3.75,30514
Amherst,Nail Salons,3.75,30515
Tolleson,Nightlife,3.75,30516
Newbury,Desserts,3.75,30517
Brampton,Tobacco Shops,3.75,30518
Charlotte,Electricians,3.75,30519
Medina,Home & Garden,3.75,30520
Brooklyn Heights,Shopping,3.75,30521
Sun City,Eyewear & Opticians,3.75,30522
Berea,Karaoke,3.75,30523
Glendale,Furniture Assembly,3.75,30524
Las Vegas,Badminton,3.75,30525
Verdun,Bistros,3.75,30526
Phoenix,Beer Gardens,3.75,30527
Madison,Water Delivery,3.75,30528
Thornhill,Eyewear & Opticians,3.75,30529
Matthews,Framing,3.75,30530
Inverkeithing,Restaurants,3.75,30531
Madison,Head Shops,3.75,30532
Medina,Playgrounds,3.75,30533
Vaughan,Towing,3.75,30534
Monroeville,Specialty Food,3.75,30535
Fort Mill,Car Rental,3.75,30536
Markham,Physical Therapy,3.75,30537
Nobleton,Restaurants,3.75,30538
Frazer,Furniture Stores,3.75,30539
Concord,Windows Installation,3.75,30540
Concord,Roofing,3.75,30541
Mayfield Heights,Pet Stores,3.75,30542
Fairlawn,Salad,3.75,30543
Boulder City,Thai,3.75,30544
Etobicoke,Pool Halls,3.75,30545
White Oak,Greek,3.75,30546
Charlotte,Moroccan,3.75,30547
Phoenix,Embassy,3.75,30548
Madison,Churches,3.75,30549
Lakewood,Acupuncture,3.75,30550
Joliette,Coffee & Tea,3.75,30551
North Las Vegas,Packing Supplies,3.75,30552
Charlotte,Personal Shopping,3.75,30553
Brooklyn,Bakeries,3.75,30554
Montreal,Beer,3.75,30555
Urbana,Keys & Locksmiths,3.75,30556
Mesa,Botanical Gardens,3.75,30557
Fellbach,Greek,3.75,30558
Monroeville,Pubs,3.75,30559
Markham,Hair Extensions,3.75,30560
Mentor,Spray Tanning,3.75,30561
Murrysville,Kitchen & Bath,3.75,30562
Brampton,Arabian,3.75,30563
Lyndhurst,Yoga,3.75,30564
Edinburgh,Dry Cleaning & Laundry,3.75,30565
Pineville,Coffee & Tea,3.75,30566
Chandler,Funeral Services & Cemeteries,3.75,30567
Westlake,Fitness & Instruction,3.75,30568
Parma Heights,Nail Salons,3.75,30569
Stuttgart,Steakhouses,3.75,30570
Pittsburgh,Party Supplies,3.75,30571
Indian Trail,Weight Loss Centers,3.75,30572
North York,Dance Clubs,3.75,30573
Madison,Air Duct Cleaning,3.75,30574
Fitchburg,Tires,3.75,30575
North Royalton,Arts & Entertainment,3.75,30576
Cleveland,Professional Services,3.75,30577
Madison,Nutritionists,3.75,30578
Laval,Pets,3.75,30579
Coraopolis,Beer Bar,3.75,30580
Cave Creek,Thai,3.75,30581
Dorval,Barbeque,3.75,30582
Cramerton,American (Traditional),3.75,30583
Richmond Hill,Walk-in Clinics,3.75,30584
Wilmerding,Bars,3.75,30585
Peoria,Mobile Phone Repair,3.75,30586
Bethel Park,Contractors,3.75,30587
Indian Trail,Asian Fusion,3.75,30588
Montreal,Seafood,3.75,30589
WICKLIFFE,Arts & Entertainment,3.75,30590
Middleburg Heights,Home Decor,3.75,30591
Vaudreuil-Dorion,Tires,3.75,30592
Wilkinsburg,Restaurants,3.75,30593
Oakville,Waxing,3.75,30594
Old Town,Breakfast & Brunch,3.75,30595
Glendale,General Litigation,3.75,30596
Richmond Hill,Live/Raw Food,3.75,30597
Las Vegas,Seafood Markets,3.75,30598
Solon,Fruits & Veggies,3.75,30599
Litchfield Park,Delis,3.75,30600
Saint-Constant,Restaurants,3.75,30601
Mesa,Newspapers & Magazines,3.75,30602
Avondale,Yoga,3.75,30603
Concord,Towing,3.75,30604
Saint-Constant,Canadian (New),3.75,30605
Monroeville,Sports Bars,3.75,30606
North Huntingdon,Drugstores,3.75,30607
Kannapolis,Steakhouses,3.75,30608
Penn Hills,Beauty & Spas,3.75,30609
Cornelius,Surf Shop,3.75,30610
Chandler,Self Storage,3.75,30611
Stuttgart,Libraries,3.75,30612
Strongsville,Massage,3.75,30613
Carefree,Home Services,3.75,30614
Cleveland Heights,Wine & Spirits,3.75,30615
Unionville,Nail Salons,3.75,30616
Litchfield,Shopping,3.75,30617
Chesterland,Venues & Event Spaces,3.75,30618
Euclid,Parks,3.75,30619
Madison,Office Equipment,3.75,30620
Coraopolis,Department Stores,3.75,30621
Tolleson,Hawaiian,3.75,30622
Glendale,Fondue,3.75,30623
Böblingen,Japanese,3.75,30624
Savoy,Beer,3.75,30625
Shaker Heights,Beer,3.75,30626
Las Vegas,Ski Resorts,3.75,30627
North York,Massage,3.75,30628
Euclid,Event Planning & Services,3.75,30629
Hudson,IT Services & Computer Repair,3.75,30630
Scarborough,Laundry Services,3.75,30631
Hemmingen,Italian,3.75,30632
Pittsburg,Event Planning & Services,3.75,30633
Boulder City,Physical Therapy,3.75,30634
Solon,Nurseries & Gardening,3.75,30635
Salaberry-De-Valleyfield,Venues & Event Spaces,3.75,30636
Shaker Heights,Caterers,3.75,30637
Homestead,Eyewear & Opticians,3.75,30638
Broadview Heights,Fashion,3.75,30639
Belmont,Hotels,3.75,30640
Edinburgh,Dim Sum,3.75,30641
Las Vegas,Childproofing,3.75,30642
Scarborough,Office Cleaning,3.75,30643
MESA,Electronics,3.75,30644
Montréal,Mongolian,3.75,30645
Inverness,Tires,3.75,30646
Glendale,Surgeons,3.75,30647
Beachwood,Florists,3.75,30648
Edinburgh,Wedding Planning,3.75,30649
Scottsdale,Decks & Railing,3.75,30650
Matthews,Gutter Services,3.75,30651
Sindelfingen,Local Services,3.75,30652
Caledon,American (Traditional),3.75,30653
Bridgeville,Gyms,3.75,30654
Saint-Jérôme,Canadian (New),3.75,30655
North York,Portuguese,3.75,30656
Cleveland,Mattresses,3.75,30657
Goodyear,Gymnastics,3.75,30658
Sun City,Mobile Phone Accessories,3.75,30659
University Heights,Specialty Food,3.75,30660
Huntersville,Watches,3.75,30661
Indian Trail,Women's Clothing,3.75,30662
Scarborough,Lebanese,3.75,30663
Verona,Electricians,3.75,30664
Outremont,Coffee & Tea,3.75,30665
Markham,Food Stands,3.75,30666
Fort Mill,Specialty Schools,3.75,30667
Bethel Park,Active Life,3.75,30668
Monroeville,Coffee & Tea,3.75,30669
Champaign,Cafes,3.75,30670
Sun City,Cannabis Clinics,3.75,30671
Cave Creek,Middle Schools & High Schools,3.75,30672
Brossard,Bakeries,3.75,30673
Filderstadt,Fast Food,3.75,30674
Westlake,Juice Bars & Smoothies,3.75,30675
Savoy,Korean,3.75,30676
Parma Heights,Waxing,3.75,30677
Sewickley,Financial Services,3.75,30678
Willoughby,Makeup Artists,3.75,30679
Saint-Jean-sur-Richelieu,Home & Garden,3.75,30680
Boulder City,Appliances,3.75,30681
Cave Creek,Hotels,3.75,30682
Gilbert,Pet Adoption,3.75,30683
Brooklyn,Specialty Food,3.75,30684
Montreal,Mexican,3.75,30685
Sun City West,Pets,3.75,30686
Tempe,Dermatologists,3.75,30687
Westlake,Thai,3.75,30688
North York,Halal,3.75,30689
Pittsburgh,Comedy Clubs,3.75,30690
Dalkeith,Pakistani,3.75,30691
Henderson,Photo Booth Rentals,3.75,30692
Vaughan,Donairs,3.75,30693
Maple,Barbeque,3.75,30694
Strongsville,Cocktail Bars,3.75,30695
Lakewood,Music & DVDs,3.75,30696
Canonsburg,Desserts,3.75,30697
Elyria,Car Rental,3.75,30698
Stow,Beer,3.75,30699
Saint Joseph,Food,3.75,30700
Rocky River,Cinema,3.75,30701
Davidson,Sports Bars,3.75,30702
Beachwood,Optometrists,3.75,30703
Charlotte,Christmas Trees,3.75,30704
Parma Heights,General Dentistry,3.75,30705
Tempe,Event Planning & Services,3.75,30706
Homestead,Shoe Stores,3.75,30707
McKees Rocks,Doctors,3.75,30708
Pittsburgh,Himalayan/Nepalese,3.75,30709
Homestead,Chicken Wings,3.75,30710
Boulder City,Gyms,3.75,30711
Concord,Lawyers,3.75,30712
Boulder City,Food,3.75,30713
Pointe-Claire,Specialty Food,3.75,30714
McMurray,Mags,3.75,30715
Goodyear,Gluten-Free,3.75,30716
Dudley,Pubs,3.75,30717
Savoy,Vietnamese,3.75,30718
Richmond Heights,Jewelry,3.75,30719
Concord,Vintage & Consignment,3.75,30720
South Queensferry,Hotels,3.75,30721
Wexford,Beer Bar,3.75,30722
Broadview Heights,Specialty Food,3.75,30723
Middleton,Cupcakes,3.75,30724
Waxhaw,Nightlife,3.75,30725
Henderson,Printing Services,3.75,30726
Montréal,Blow Dry/Out Services,3.75,30727
Willoughby,Bed & Breakfast,3.75,30728
Böblingen,Specialty Food,3.75,30729
Böblingen,Sushi Bars,3.75,30730
Westlake,Gluten-Free,3.75,30731
Scarborough,Dry Cleaning,3.75,30732
Stuttgart,Oriental,3.75,30733
Aurora,Shoe Stores,3.75,30734
Stoughton,Pubs,3.75,30735
Sewickley,Car Dealers,3.75,30736
Stoughton,Chinese,3.75,30737
Whitchurch-Stouffville,Festivals,3.75,30738
Tega Cay,Restaurants,3.75,30739
Edinburgh,Playgrounds,3.75,30740
Leonberg,Asian Fusion,3.75,30741
Saint-Lambert,Food,3.75,30742
Mount Lebanon,Food,3.75,30743
Pittsburgh,Lebanese,3.75,30744
Henderson,Scuba Diving,3.75,30745
Vaughan,Comic Books,3.75,30746
Glendale,Gastropubs,3.75,30747
Bethel Park,Women's Clothing,3.75,30748
Henderson,Lingerie,3.75,30749
Fort Mill,Jewelry,3.75,30750
Cornelius,Blow Dry/Out Services,3.75,30751
Markham,Cards & Stationery,3.75,30752
Edinburgh,Carpeting,3.75,30753
Richmond Hill,Vape Shops,3.75,30754
Carefree,Religious Organizations,3.75,30755
Anthem,Tires,3.75,30756
Shaker Heights,Fast Food,3.75,30757
Mesa,Fertility,3.75,30758
Gastonia,Noodles,3.75,30759
Independence,Drugstores,3.75,30760
Mesa,Tea Rooms,3.75,30761
North Ridgeville,Sandwiches,3.75,30762
Gilbert,Outlet Stores,3.75,30763
Scottsdale,First Aid Classes,3.75,30764
Las Vegas,Neurotologists,3.75,30765
Chagrin Falls,Horseback Riding,3.75,30766
Toronto,Ayurveda,3.75,30767
Pointe-Claire,Thai,3.75,30768
Madison,Poke,3.75,30769
Streetsboro,Doctors,3.75,30770
Champaign,Occupational Therapy,3.75,30771
Tempe,Thrift Stores,3.75,30772
Mount Lebanon,Sandwiches,3.75,30773
Surprise,Computers,3.75,30774
Anjou,Fruits & Veggies,3.75,30775
Mesa,Uniforms,3.75,30776
South Queensferry,Hotels & Travel,3.75,30777
Boulder City,Real Estate Services,3.75,30778
Dollard-des-Ormeaux,Salad,3.75,30779
Sun City,Home & Garden,3.75,30780
Glendale,Hawaiian,3.75,30781
Black Earth,Food,3.75,30782
Leinfelden-Echterdingen,Arts & Entertainment,3.75,30783
Tempe,Furniture Rental,3.75,30784
Cleveland Heights,Cinema,3.75,30785
Surprise,Mediterranean,3.75,30786
Stuttgart,Sri Lankan,3.75,30787
Fairview Park,Pet Stores,3.75,30788
Laval,Tex-Mex,3.75,30789
Vaughan,Piercing,3.75,30790
Pittsburgh,Children's Clothing,3.75,30791
Glendale,RV Dealers,3.75,30792
Willowick,Grocery,3.75,30793
Indian Trail,Golf,3.75,30794
Middleton,Watches,3.75,30795
Scarborough,Afghan,3.75,30796
Mentor,Party & Event Planning,3.75,30797
Litchfield Park,Self Storage,3.75,30798
Oakville,Fitness & Instruction,3.75,30799
LaSalle,Restaurants,3.75,30800
Fairview Park,Makeup Artists,3.75,30801
North Huntingdon,Home Services,3.75,30802
North Royalton,Animal Shelters,3.75,30803
Verdun,Peruvian,3.75,30804
Mentor-on-the-Lake,Mexican,3.75,30805
Wexford,Preschools,3.75,30806
Avondale,Hobby Shops,3.75,30807
Woodbridge,Caterers,3.75,30808
De Forest,Landscaping,3.75,30809
N Las Vegas,Printing Services,3.75,30810
Middleton,Custom Cakes,3.75,30811
Bethel Park,Tree Services,3.75,30812
Middleton,Wine Bars,3.75,30813
Westlake,Electronics,3.75,30814
Anjou,Specialty Food,3.75,30815
Scottsdale,Waffles,3.75,30816
Vaughan,Mags,3.75,30817
Pittsburgh,General Litigation,3.75,30818
Bethel Park,Nurseries & Gardening,3.75,30819
Fort Mill,Child Care & Day Care,3.75,30820
Rocky River,Oral Surgeons,3.75,30821
Beachwood,Swimming Pools,3.75,30822
Middleton,Health Markets,3.75,30823
Richfield,Seafood,3.75,30824
Waxhaw,Ice Cream & Frozen Yogurt,3.75,30825
Charlotte,Wigs,3.75,30826
Ajax,Gluten-Free,3.75,30827
Cave Creek,Florists,3.75,30828
Olivos,Food Delivery Services,3.75,30829
Sindelfingen,Electronics,3.75,30830
Chardon,Flowers & Gifts,3.75,30831
Cleveland,Cardiologists,3.75,30832
Waunakee,Venues & Event Spaces,3.75,30833
Harmarville,Breakfast & Brunch,3.75,30834
Charlotte,Religious Items,3.75,30835
Scarborough,Martial Arts,3.75,30836
Goodyear,Wine Bars,3.75,30837
Madison,Water Heater Installation/Repair,3.75,30838
Frazer,Home Decor,3.75,30839
Saint Joseph,Pet Services,3.75,30840
Cave Creek,Keys & Locksmiths,3.75,30841
Kent,Dive Bars,3.75,30842
Rantoul,Auto Repair,3.75,30843
Woodmere,Food,3.75,30844
Westlake,Caterers,3.75,30845
Rocky River,Pubs,3.75,30846
Medina,Wine & Spirits,3.75,30847
Warrensville Heights,Home Services,3.75,30848
Concord,Used,3.75,30849
Westlake,Sports Clubs,3.75,30850
North Huntingdon,Fast Food,3.75,30851
Harmarville,Restaurants,3.75,30852
Chandler,Telecommunications,3.75,30853
Cote Saint-Luc,Grocery,3.75,30854
Edinburgh,Costumes,3.75,30855
Westlake,Cafes,3.75,30856
Concord,Racing Experience,3.75,30857
Surprise,Car Wash,3.75,30858
Stow,Gyms,3.75,30859
Willoughby,Vape Shops,3.75,30860
Chandler,Occupational Therapy,3.75,30861
Ross Township,Desserts,3.75,30862
Pickering,Ice Cream & Frozen Yogurt,3.75,30863
Thornhill,Massage Therapy,3.75,30864
Fitchburg,Automotive,3.75,30865
Edinburgh,Gay Bars,3.75,30866
Peoria,Pool Cleaners,3.75,30867
Cote Saint-Luc,Food,3.75,30868
Phoenix,RV Repair,3.75,30869
Montreal,Venues & Event Spaces,3.75,30870
Chandler,Test Preparation,3.75,30871
Ditzingen,Beer Garden,3.75,30872
Solon,Water Heater Installation/Repair,3.75,30873
Rantoul,Breakfast & Brunch,3.75,30874
Brook Park,Pizza,3.75,30875
Wickliffe,Italian,3.75,30876
Leetsdale,Self Storage,3.75,30877
Saint-Lambert,Pizza,3.75,30878
Waxhaw,Financial Services,3.75,30879
Frazer,Local Services,3.75,30880
Kent,Convenience Stores,3.75,30881
Olmsted Falls,Nightlife,3.75,30882
Glendale,Mortgage Lenders,3.75,30883
Warrensville,Automotive,3.75,30884
Etobicoke,Lounges,3.75,30885
Rosemere,Restaurants,3.75,30886
Sheffield Village,Food,3.75,30887
Markham,Peruvian,3.75,30888
Mint Hill,Pet Services,3.75,30889
Whitby,Sporting Goods,3.75,30890
Wesley Chapel,Drugstores,3.75,30891
Scarborough,Orthodontists,3.75,30892
Medina,Gastropubs,3.75,30893
Tempe,Taiwanese,3.75,30894
Pittsburgh,Spanish,3.75,30895
Concord,Russian,3.75,30896
Glenshaw,Auto Repair,3.75,30897
Chagrin Falls,Chicken Wings,3.75,30898
Pleasant Hills,Oil Change Stations,3.75,30899
Champaign,Juice Bars & Smoothies,3.75,30900
Peters Township,Restaurants,3.75,30901
Savoy,Party Supplies,3.75,30902
Glenshaw,Automotive,3.75,30903
Monoroeville,Automotive,3.75,30904
Streetsboro,RV Dealers,3.75,30905
Goodyear,Cafes,3.75,30906
Urbana,Cosmetics & Beauty Supply,3.75,30907
Thornhill,Cosmetic Dentists,3.75,30908
Westlake,Bridal,3.75,30909
North York,Amateur Sports Teams,3.75,30910
Chandler,Dance Clubs,3.75,30911
South Park Township,Restaurants,3.75,30912
Peninsula,Professional Services,3.75,30913
Fountain Hills,Cannabis Clinics,3.75,30914
Lakewood,Financial Services,3.75,30915
Cleveland,Gastropubs,3.75,30916
Tolleson,Pet Services,3.75,30917
Saint-Sauveur,Sandwiches,3.75,30918
Böblingen,Hair Salons,3.75,30919
Boulder City,Appliances & Repair,3.75,30920
Stuttgart,Naturopathic/Holistic,3.75,30921
North Las Vegas,Laboratory Testing,3.75,30922
DeForest,Pet Groomers,3.75,30923
Henderson,Self Storage,3.75,30924
Toronto,Sailing,3.75,30925
Las Vegas,British,3.75,30926
Leetsdale,Home Services,3.75,30927
Hudson,Diners,3.75,30928
Lyndhurst,Electronics,3.75,30929
El Mirage,Auto Glass Services,3.75,30930
Westmount,Desserts,3.75,30931
Carefree,Pizza,3.75,30932
Scarborough,Singaporean,3.75,30933
Montréal,Champagne Bars,3.75,30934
Cornelius,Tires,3.75,30935
Leetsdale,Local Services,3.75,30936
Cornelius,Wheel & Rim Repair,3.75,30937
University Heights,Grocery,3.75,30938
Phoenix,Wholesalers,3.75,30939
Twinsburg,Ice Cream & Frozen Yogurt,3.75,30940
Mt Lebanon,Home & Garden,3.75,30941
Pittsburgh,Casinos,3.75,30942
Chandler,Diving,3.75,30943
Pittsburgh,Hungarian,3.75,30944
Ambridge,Bars,3.75,30945
Mentor,Boot Camps,3.75,30946
Urbana,Sewing & Alterations,3.75,30947
Huntersville,Irrigation,3.75,30948
Aurora,Bagels,3.75,30949
Leinfelden-Echterdingen,Performing Arts,3.75,30950
Bellevue,Event Planning & Services,3.75,30951
Las Vegas,Belgian,3.75,30952
Peoria,Libraries,3.75,30953
Champaign,Fish & Chips,3.75,30954
Belleville,Food,3.75,30955
Lowell,Barbeque,3.75,30956
Livingston,Event Planning & Services,3.75,30957
Cleveland,African,3.75,30958
Wexford,Grocery,3.75,30959
Fairview Park,American (New),3.75,30960
Lakewood,Medical Spas,3.75,30961
Coraopolis,Doctors,3.75,30962
Newmarket,Fish & Chips,3.75,30963
Bay Village,Coffee & Tea,3.75,30964
Canonsburg,Eyewear & Opticians,3.75,30965
Monticello,Sports Bars,3.75,30966
Toronto,Tiki Bars,3.75,30967
Madison,Sports Medicine,3.75,30968
Saint-Sauveur,Active Life,3.75,30969
Tempe,Glass & Mirrors,3.75,30970
Avondale,Formal Wear,3.75,30971
Fairlawn,Yoga,3.75,30972
Chandler,Teppanyaki,3.75,30973
Dunfermline,Event Planning & Services,3.75,30974
Monona,Pet Sitting,3.75,30975
Spring Valley,Food,3.75,30976
Broadview Heights,Pet Stores,3.75,30977
Filderstadt,Chinese,3.75,30978
Champaign,Thrift Stores,3.75,30979
Garfield Heights,Grocery,3.75,30980
Mesa,Medical Cannabis Referrals,3.75,30981
Valley City,Bars,3.75,30982
Avondale,Hawaiian,3.75,30983
Lyndhurst,Wine Bars,3.75,30984
Brampton,Vape Shops,3.75,30985
Las Vegas,Vehicle Shipping,3.75,30986
Middleburg Heights,Hair Salons,3.75,30987
Fountain Hills,Printing Services,3.75,30988
Böblingen,Mediterranean,3.75,30989
Schönaich,Hotels & Travel,3.75,30990
Cleveland,Marinas,3.75,30991
Montréal,Fur Clothing,3.75,30992
Madison,Vitamins & Supplements,3.75,30993
Willoughby Hills,Car Dealers,3.75,30994
Sun Prairie,Bagels,3.75,30995
Verona,Pet Groomers,3.75,30996
Chandler,Race Tracks,3.75,30997
Vaughan,Art Classes,3.75,30998
Newmarket,British,3.75,30999
Fort Mill,Real Estate Services,3.75,31000
Sindelfingen,Home & Garden,3.75,31001
Matthews,Kitchen & Bath,3.75,31002
Anthem,Italian,3.75,31003
Maple,Cafes,3.75,31004
Sainte-Adele,Pizza,3.75,31005
Mississauga,Vinyl Records,3.75,31006
Monroeville,Arts & Entertainment,3.75,31007
Glendale,Blood & Plasma Donation Centers,3.75,31008
Glendale,Bubble Tea,3.75,31009
Cote-Saint-Luc,Restaurants,3.75,31010
Cleveland,Argentine,3.75,31011
Cleveland,Newspapers & Magazines,3.75,31012
Peoria,Financial Advising,3.75,31013
Mississauga,Singaporean,3.75,31014
Streetsboro,Party & Event Planning,3.75,31015
Peoria,Used Car Dealers,3.75,31016
Woodbridge,Gluten-Free,3.75,31017
De Forest,Hotels & Travel,3.75,31018
Middleton,Arts & Entertainment,3.75,31019
Brunswick,Specialty Schools,3.75,31020
Scarborough,Caterers,3.75,31021
Pittsburgh,Travel Agents,3.75,31022
Baldwin,Restaurants,3.75,31023
Sun Prairie,Periodontists,3.75,31024
Laveen,Pediatric Dentists,3.75,31025
Madison,Interior Design,3.75,31026
Leetsdale,Restaurants,3.75,31027
Woodmere,Sports Wear,3.75,31028
Mentor,Hair Extensions,3.75,31029
Blue Diamond,Performing Arts,3.75,31030
MESA,Sandwiches,3.75,31031
Toronto,Web Design,3.75,31032
Montréal,Live/Raw Food,3.75,31033
Chagrin Falls,Horse Boarding,3.75,31034
Westlake,Mobile Phones,3.75,31035
Oakmont,Day Spas,3.75,31036
Garfield Heights,Medical Centers,3.75,31037
Enterprise,Jewelry,3.75,31038
Stoughton,Parks,3.75,31039
Willowick,Auto Repair,3.75,31040
Charlotte,Home Organization,3.75,31041
Chester,Toy Stores,3.75,31042
Edinburgh,Latin American,3.75,31043
Laveen,Fashion,3.75,31044
Phoenix,Trampoline Parks,3.75,31045
Tolleson,Home Decor,3.75,31046
Fort Mill,Sports Wear,3.75,31047
Lyndhurst,Grocery,3.75,31048
Cote Saint-Luc,Restaurants,3.75,31049
Scottsdale,Basque,3.75,31050
Homestead,Children's Clothing,3.75,31051
Stuttgart,Check Cashing/Pay-day Loans,3.75,31052
Fountain Hills,Cafes,3.75,31053
